+-------+-----+-------+-----+------+-----+--------+-------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+------------+------------+---------------+------------+
| COUNT | 1XX |  2XX  | 3XX | 4XX  | 5XX | METHOD |              URI              |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY)  | MAX(BODY)  |   SUM(BODY)   | AVG(BODY)  |
| 71939 |   0 | 69828 |   0 | 2111 |   0 | POST   | /api/condition/[0-9a-zA-Z\-]+ | 0.108 | 0.696 | 679.777 | 0.009 | 0.024 | 0.068 | 0.100 |  0.025 |      0.000 |     14.000 |        84.000 |      0.001 |
|   247 |   0 |   132 | 115 |    0 |   0 | GET    | /assets/vendor.ee7444dd.js    | 0.004 | 0.028 |   0.864 | 0.003 | 0.008 | 0.012 | 0.024 |  0.004 | 743417.000 | 743417.000 |  98131044.000 | 397291.676 |
|   247 |   0 |   132 | 115 |    0 |   0 | GET    | /assets/index.23dac98b.js     | 0.004 | 0.020 |   0.644 | 0.003 | 0.008 | 0.008 | 0.012 |  0.003 |  26667.000 |  26667.000 |   3520044.000 |  14251.190 |
|   247 |   0 |   132 | 115 |    0 |   0 | GET    | /assets/favicon.d0f5f504.svg  | 0.004 | 0.024 |   0.640 | 0.003 | 0.008 | 0.008 | 0.016 |  0.004 |    592.000 |    592.000 |     78144.000 |    316.372 |
|   167 |   0 |   131 |  36 |    0 |   0 | GET    | /assets/logo_orange.svg       | 0.004 | 0.016 |   0.396 | 0.002 | 0.004 | 0.008 | 0.012 |  0.003 |   3288.000 |   3288.000 |    430728.000 |   2579.210 |
|   247 |   0 |   132 | 115 |    0 |   0 | GET    | /assets/index.144d8ca8.css    | 0.004 | 0.028 |   0.584 | 0.002 | 0.008 | 0.008 | 0.016 |  0.004 |  19066.000 |  19066.000 |   2516712.000 |  10189.117 |
|   247 |   0 |   132 | 115 |    0 |   0 | GET    | /assets/logo_white.svg        | 0.004 | 0.012 |   0.440 | 0.002 | 0.004 | 0.008 | 0.008 |  0.002 |   3285.000 |   3285.000 |    433620.000 |   1755.547 |
|   324 |   0 |   241 |  83 |    0 |   0 | GET    | /                             | 0.004 | 0.016 |   0.544 | 0.002 | 0.004 | 0.008 | 0.012 |  0.003 |    528.000 |    528.000 |    127248.000 |    392.741 |
|    12 |   0 |    12 |   0 |    0 |   0 | GET    | /isu/[0-9a-zA-Z\-]+           | 0.000 | 0.005 |   0.009 | 0.001 | 0.004 | 0.005 | 0.005 |  0.002 |    528.000 |    528.000 |      6336.000 |    528.000 |
|    18 |   0 |     6 |  12 |    0 |   0 | GET    | /isu/[0-9a-zA-Z\-]+/condition | 0.000 | 0.004 |   0.008 | 0.000 | 0.004 | 0.004 | 0.004 |  0.001 |      0.000 |    528.000 |      3168.000 |    176.000 |
|     3 |   0 |     1 |   2 |    0 |   0 | GET    | /register                     | 0.000 | 0.000 |   0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |      0.000 |    528.000 |       528.000 |    176.000 |
+-------+-----+-------+-----+------+-----+--------+-------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+------------+------------+---------------+------------+
